-5.765080451965332031e-03 -1.863060519099235535e-03 -5.514621734619140625e-03 
5.130505189299583435e-03 -2.865989692509174347e-03 1.199079118669033051e-02 
-1.535002142190933228e-02 -1.774301193654537201e-02 -1.105935499072074890e-02 
-5.587331950664520264e-03 1.724777556955814362e-02 2.046376653015613556e-02 
1.021846104413270950e-02 1.845830492675304413e-02 3.579030185937881470e-02 
-1.059324480593204498e-02 -1.212313678115606308e-02 -7.736552506685256958e-03 
-1.485757529735565186e-03 -1.421593502163887024e-02 -1.163334026932716370e-02 
8.258782327175140381e-05 -6.759371608495712280e-04 4.437623545527458191e-03 
-1.006350293755531311e-02 6.895791739225387573e-04 -1.206058263778686523e-02 
-6.455248221755027771e-03 -4.653141833841800690e-03 1.368265599012374878e-03 
-6.502714008092880249e-03 1.069736201316118240e-02 9.710501879453659058e-03 
1.199999824166297913e-02 5.002139136195182800e-03 1.460179314017295837e-02 
6.905008107423782349e-03 2.623083069920539856e-02 -1.938588730990886688e-02 
-1.741185039281845093e-02 -2.158904820680618286e-02 -1.944546960294246674e-02 
4.538260400295257568e-03 -1.602177321910858154e-02 7.725182920694351196e-03 
2.689644694328308105e-03 -6.398104596883058548e-04 -4.160434007644653320e-03 
1.838621124625205994e-02 3.094545565545558929e-03 -2.158038318157196045e-03 
1.954342238605022430e-02 -2.425887621939182281e-02 -7.090177386999130249e-03 
1.576445996761322021e-03 9.737629443407058716e-05 1.447413489222526550e-02 
-3.822407685220241547e-03 -3.166980808600783348e-03 4.170233011245727539e-02 
-4.469018802046775818e-02 -1.572177000343799591e-02 -2.016424387693405151e-02 
-2.996956370770931244e-02 -3.348534810356795788e-04 7.995737716555595398e-03 
-1.646161079406738281e-03 1.175506971776485443e-03 1.530385389924049377e-02 
-2.623911760747432709e-02 2.438070997595787048e-02 -1.286215521395206451e-02 
-3.790037706494331360e-03 -1.663589477539062500e-02 5.747454240918159485e-03 
-4.339607432484626770e-03 1.868571527302265167e-02 5.716551095247268677e-04 
6.974976509809494019e-03 1.671677827835083008e-02 -2.682455629110336304e-02 
7.958365604281425476e-03 -5.026698578149080276e-03 3.111347742378711700e-02 
-1.163432374596595764e-02 -2.199541963636875153e-02 -3.050291351974010468e-02 
4.499787464737892151e-03 -1.666149869561195374e-02 1.609822362661361694e-02 
2.170052379369735718e-03 -6.138685625046491623e-03 -5.102142691612243652e-03 
2.971552312374114990e-03 4.765016958117485046e-03 -2.795390784740447998e-03 
1.672327890992164612e-02 5.358558148145675659e-03 -2.030541002750396729e-02 
-6.109941750764846802e-04 1.607498526573181152e-02 6.835505366325378418e-03 
-3.974437713623046875e-03 1.382146868854761124e-02 -2.596693485975265503e-02 
9.926991537213325500e-03 -9.812041185796260834e-03 5.637627094984054565e-03 
-3.244392573833465576e-04 -1.265540625900030136e-02 -1.191098242998123169e-02 
-9.821008890867233276e-03 9.726440533995628357e-03 -5.428507924079895020e-03 
7.064677774906158447e-04 -1.674473285675048828e-03 3.894779831171035767e-03 
-2.114705741405487061e-03 -1.018540933728218079e-05 3.224737942218780518e-03 
1.637843623757362366e-02 1.912125013768672943e-02 5.194302648305892944e-03 
9.116597473621368408e-03 -9.578845463693141937e-03 -1.057259738445281982e-02 
-4.567578434944152832e-05 2.189328428357839584e-03 -1.356714218854904175e-02 
-2.398574911057949066e-02 -9.724405594170093536e-03 -7.087019272148609161e-03 
-1.165590435266494751e-02 9.493824094533920288e-03 4.088750109076499939e-02 
-2.981290780007839203e-02 -2.531471196562051773e-03 -9.948791936039924622e-03 
-1.787014678120613098e-02 -6.326558068394660950e-04 -1.830562949180603027e-02 
-1.275498047471046448e-02 2.724669873714447021e-03 4.312759265303611755e-03 
4.527365788817405701e-03 1.976681873202323914e-02 1.656256802380084991e-02 
7.929716259241104126e-03 2.966549620032310486e-02 3.718808293342590332e-03 
3.080815076828002930e-05 1.401432603597640991e-02 -8.207539096474647522e-03 
-1.466881297528743744e-02 1.643127202987670898e-02 1.110868342220783234e-02 
-1.572879217565059662e-02 -2.481063641607761383e-02 -1.382400095462799072e-02 
1.716047339141368866e-02 -1.428931951522827148e-02 6.681717932224273682e-03 
-7.596274837851524353e-03 2.432173863053321838e-02 9.476320818066596985e-03 
1.371021009981632233e-02 -1.696916297078132629e-02 4.185602068901062012e-03 
8.499532938003540039e-03 1.294134557247161865e-02 4.955530166625976562e-04 
3.568105399608612061e-02 9.705213829874992371e-03 -6.359152495861053467e-03 
2.724442631006240845e-03 8.029737509787082672e-03 -1.306414790451526642e-02 
-3.001675009727478027e-02 -7.802156731486320496e-03 1.311081554740667343e-02 
-1.047851145267486572e-02 -1.174522750079631805e-02 8.951101452112197876e-03 
1.461379230022430420e-02 1.200384739786386490e-02 -2.400856092572212219e-02 
1.125627383589744568e-02 -1.652478985488414764e-02 3.233645111322402954e-03 
-2.311394736170768738e-02 1.513404585421085358e-02 2.111578360199928284e-03 
-1.531996298581361771e-02 2.076370082795619965e-02 2.196589112281799316e-02 
-2.387560904026031494e-03 2.287945477291941643e-03 2.039582468569278717e-02 
-8.695818483829498291e-03 -2.495348080992698669e-02 -1.617219299077987671e-02 
-1.043397188186645508e-02 1.555045228451490402e-02 1.395996659994125366e-03 
8.271139115095138550e-03 1.541089825332164764e-02 -1.868387684226036072e-03 
3.893178328871726990e-02 -4.144446551799774170e-02 -8.263446390628814697e-03 
2.199858427047729492e-04 1.987758558243513107e-03 -9.240955114364624023e-04 
-3.512959927320480347e-03 -9.000489488244056702e-03 1.075037196278572083e-02 
-6.456393748521804810e-03 -8.354114368557929993e-03 -8.776942268013954163e-03 
5.571207031607627869e-03 6.036214530467987061e-03 1.057142578065395355e-02 
-1.717982254922389984e-02 8.539900183677673340e-03 1.555847004055976868e-03 
-5.878200754523277283e-03 -1.137190870940685272e-02 4.346287995576858521e-02 
4.256367683410644531e-03 -8.121509104967117310e-03 7.188523188233375549e-03 
-1.109563931822776794e-02 -2.743573859333992004e-03 -1.366231963038444519e-02 
-1.329119503498077393e-02 4.305982030928134918e-03 -1.307093352079391479e-02 
-2.996174991130828857e-02 -1.493105851113796234e-02 -2.186237648129463196e-02 
-1.435546204447746277e-03 -4.145291168242692947e-03 7.721384987235069275e-03 
2.563759684562683105e-03 8.546155877411365509e-03 -9.141787886619567871e-04 
2.074511349201202393e-02 2.968282252550125122e-02 -1.501016318798065186e-03 
5.183283239603042603e-03 -9.591521695256233215e-03 5.652248859405517578e-03 
-5.927904043346643448e-03 -5.645230412483215332e-04 1.628927327692508698e-02 
9.740250185132026672e-03 -1.639400050044059753e-02 1.167756319046020508e-02 
