-5.048917531967163086e-01 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 -3.038965463638305664e-01 1.759105920791625977e-01 -1.258166879415512085e-01 1.258372366428375244e-01 -2.386005371809005737e-01 -3.166984319686889648e-01 9.218577295541763306e-02 2.338330298662185669e-01 -5.972921103239059448e-02 -8.185212314128875732e-02 -2.386005371809005737e-01 -2.765398919582366943e-01 -1.237528324127197266e-01 -8.480934053659439087e-02 -1.777502596378326416e-01 -5.207667499780654907e-02 -7.205379754304885864e-02 -2.386005371809005737e-01 -3.125591874122619629e-01 -1.387621909379959106e-01 4.060278832912445068e-02 2.109331935644149780e-01 -1.111644506454467773e-01 -9.227228909730911255e-02 -6.638921052217483521e-02 -2.386005371809005737e-01 

-5.048917531967163086e-01 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 -3.015094399452209473e-01 1.746118813753128052e-01 -1.248878091573715210e-01 1.249081939458847046e-01 -2.386005371809005737e-01 -3.145421445369720459e-01 9.154840558767318726e-02 2.322163134813308716e-01 -5.931624770164489746e-02 -8.185061812400817871e-02 -2.386005371809005737e-01 -2.743860781192779541e-01 -1.228192299604415894e-01 -8.416952937841415405e-02 -1.764092892408370972e-01 -5.184390023350715637e-02 -7.178848981857299805e-02 -2.386005371809005737e-01 -3.101239204406738281e-01 -1.377492100000381470e-01 4.030638188123703003e-02 2.093933522701263428e-01 -1.108561158180236816e-01 -9.198348224163055420e-02 -6.613381952047348022e-02 -2.386005371809005737e-01 

-5.048917531967163086e-01 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 -2.998232543468475342e-01 1.737197637557983398e-01 -1.242497488856315613e-01 1.242700293660163879e-01 -2.386005371809005737e-01 -3.130869269371032715e-01 9.111873805522918701e-02 2.311264425516128540e-01 -5.903785303235054016e-02 -8.185025304555892944e-02 -2.386005371809005737e-01 -2.728590965270996094e-01 -1.221775636076927185e-01 -8.372978866100311279e-02 -1.754876524209976196e-01 -5.163129419088363647e-02 -7.154612988233566284e-02 -2.386005371809005737e-01 -3.084206879138946533e-01 -1.370560675859451294e-01 4.010356590151786804e-02 2.083397209644317627e-01 -1.105883270502090454e-01 -9.173269569873809814e-02 -6.591211259365081787e-02 -2.386005371809005737e-01 

-5.048917531967163086e-01 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 -2.985581159591674805e-01 1.730674803256988525e-01 -1.237832158803939819e-01 1.238034144043922424e-01 -2.386005371809005737e-01 -3.120391666889190674e-01 9.081041812896728516e-02 2.303443849086761475e-01 -5.883808806538581848e-02 -8.185044676065444946e-02 -2.386005371809005737e-01 -2.717103362083435059e-01 -1.217084154486656189e-01 -8.340827375650405884e-02 -1.748137921094894409e-01 -5.143971368670463562e-02 -7.132772356271743774e-02 -2.386005371809005737e-01 -3.071533441543579102e-01 -1.365510076284408569e-01 3.995578363537788391e-02 2.075719684362411499e-01 -1.103531643748283386e-01 -9.151252359151840210e-02 -6.571751087903976440e-02 -2.386005371809005737e-01 

-5.048917531967163086e-01 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 -2.975490689277648926e-01 1.725589334964752197e-01 -1.234194859862327576e-01 1.234396323561668396e-01 -2.386005371809005737e-01 -3.112320899963378906e-01 9.057416766881942749e-02 2.297451198101043701e-01 -5.868501588702201843e-02 -8.185091614723205566e-02 -2.386005371809005737e-01 -2.707924246788024902e-01 -1.213427260518074036e-01 -8.315766602754592896e-02 -1.742885410785675049e-01 -5.126559361815452576e-02 -7.112919539213180542e-02 -2.386005371809005737e-01 -3.061490952968597412e-01 -1.361583918333053589e-01 3.984089940786361694e-02 2.069751471281051636e-01 -1.101422309875488281e-01 -9.131507575511932373e-02 -6.554304808378219604e-02 -2.386005371809005737e-01 

