4.515630245208740234e+00 8.628985285758972168e-01 8.742979168891906738e-01 8.644992113113403320e-01 8.826719522476196289e-01 

4.475953102111816406e+00 8.736968636512756348e-01 8.828274011611938477e-01 8.750517964363098145e-01 8.924689292907714844e-01 

4.519617557525634766e+00 8.619183301925659180e-01 8.730841875076293945e-01 8.633414506912231445e-01 8.820390701293945312e-01 

4.479319095611572266e+00 8.728753924369812012e-01 8.817678689956665039e-01 8.740718364715576172e-01 8.919659256935119629e-01 

4.522168159484863281e+00 8.613010644912719727e-01 8.722558617591857910e-01 8.625995516777038574e-01 8.816768527030944824e-01 

4.481448173522949219e+00 8.723654747009277344e-01 8.810470700263977051e-01 8.734508752822875977e-01 8.916889429092407227e-01 

4.523886680603027344e+00 8.608918190002441406e-01 8.716584444046020508e-01 8.620994091033935547e-01 8.814652562141418457e-01 

4.482865333557128906e+00 8.720327615737915039e-01 8.805289268493652344e-01 8.730376362800598145e-01 8.915362358093261719e-01 

4.525116920471191406e+00 8.606037497520446777e-01 8.711997866630554199e-01 8.617394566535949707e-01 8.813390731811523438e-01 

4.483867645263671875e+00 8.718026876449584961e-01 8.801320791244506836e-01 8.727441430091857910e-01 8.914527297019958496e-01 

4.526052951812744141e+00 8.603889942169189453e-01 8.708302378654479980e-01 8.614668846130371094e-01 8.812630176544189453e-01 

4.484618186950683594e+00 8.716346621513366699e-01 8.798136711120605469e-01 8.725247383117675781e-01 8.914101123809814453e-01 

4.526815891265869141e+00 8.601692914962768555e-01 8.706532716751098633e-01 8.611754775047302246e-01 8.811840415000915527e-01 

4.485231876373291016e+00 8.714587688446044922e-01 8.796601891517639160e-01 8.722865581512451172e-01 8.913614153861999512e-01 

4.527438163757324219e+00 8.600293993949890137e-01 8.703860044479370117e-01 8.609881401062011719e-01 8.811557292938232422e-01 

4.485720157623291016e+00 8.713522553443908691e-01 8.794305920600891113e-01 8.721387386322021484e-01 8.913556933403015137e-01 

4.527987957000732422e+00 8.599075078964233398e-01 8.701462745666503906e-01 8.608215451240539551e-01 8.811371922492980957e-01 

4.486149311065673828e+00 8.712606430053710938e-01 8.792247772216796875e-01 8.720080256462097168e-01 8.913571238517761230e-01 

4.528494834899902344e+00 8.597948551177978516e-01 8.699221014976501465e-01 8.606662750244140625e-01 8.811212778091430664e-01 

4.486544609069824219e+00 8.711760640144348145e-01 8.790326118469238281e-01 8.718859553337097168e-01 8.913597464561462402e-01 

4.502682685852050781e+00 8.888812065124511719e-01 8.625387549400329590e-01 8.666095137596130371e-01 8.792887926101684570e-01 

4.463209629058837891e+00 8.994143009185791016e-01 8.722434043884277344e-01 8.768702149391174316e-01 8.882625699043273926e-01 

4.506267070770263672e+00 8.883535861968994141e-01 8.613036274909973145e-01 8.661380410194396973e-01 8.779404759407043457e-01 

4.466205596923828125e+00 8.990019559860229492e-01 8.711851239204406738e-01 8.765118122100830078e-01 8.870968222618103027e-01 

4.508642196655273438e+00 8.880255222320556641e-01 8.604196906089782715e-01 8.658775091171264648e-01 8.770382404327392578e-01 

4.468176364898681641e+00 8.987518548965454102e-01 8.704316616058349609e-01 8.763261437416076660e-01 8.863167166709899902e-01 

4.510266304016113281e+00 8.878502249717712402e-01 8.598070740699768066e-01 8.657582998275756836e-01 8.763173818588256836e-01 

4.469507217407226562e+00 8.986266851425170898e-01 8.699133396148681641e-01 8.762565851211547852e-01 8.856955766677856445e-01 

4.511467933654785156e+00 8.877500295639038086e-01 8.593422174453735352e-01 8.657013177871704102e-01 8.757394552230834961e-01 

4.470481872558593750e+00 8.985621333122253418e-01 8.695225715637207031e-01 8.762357831001281738e-01 8.851984143257141113e-01 

4.512401580810546875e+00 8.876940011978149414e-01 8.589719533920288086e-01 8.656748533248901367e-01 8.752568960189819336e-01 

4.471233367919921875e+00 8.985328674316406250e-01 8.692126274108886719e-01 8.762370944023132324e-01 8.847834467887878418e-01 

4.513171672821044922e+00 8.876645565032958984e-01 8.586630225181579590e-01 8.656622767448425293e-01 8.748393058776855469e-01 

4.471848487854003906e+00 8.985243439674377441e-01 8.689554333686828613e-01 8.762475252151489258e-01 8.844248056411743164e-01 

4.513833045959472656e+00 8.876491189002990723e-01 8.583945035934448242e-01 8.656527400016784668e-01 8.744690418243408203e-01 

4.472375869750976562e+00 8.985260725021362305e-01 8.687319755554199219e-01 8.762580156326293945e-01 8.841066956520080566e-01 

4.514427661895751953e+00 8.876423835754394531e-01 8.581539988517761230e-01 8.656424283981323242e-01 8.741321563720703125e-01 

4.472848892211914062e+00 8.985341787338256836e-01 8.685322403907775879e-01 8.762657046318054199e-01 8.838176727294921875e-01 

4.514982223510742188e+00 8.876373767852783203e-01 8.579304814338684082e-01 8.656272888183593750e-01 8.738204836845397949e-01 

4.473292350769042969e+00 8.985430598258972168e-01 8.683465123176574707e-01 8.762675523757934570e-01 8.835501074790954590e-01 

4.527679443359375000e+00 8.635982871055603027e-01 8.415417671203613281e-01 9.032722711563110352e-01 8.639069795608520508e-01 

4.499177932739257812e+00 8.704682588577270508e-01 8.480011224746704102e-01 9.109275937080383301e-01 8.714241981506347656e-01 

4.532249450683593750e+00 8.620337247848510742e-01 8.395193219184875488e-01 9.034878015518188477e-01 8.627067208290100098e-01 

4.503240585327148438e+00 8.690609931945800781e-01 8.461517095565795898e-01 9.111806750297546387e-01 8.703635931015014648e-01 

4.534703731536865234e+00 8.610917329788208008e-01 8.382817506790161133e-01 9.038273096084594727e-01 8.620927333831787109e-01 

4.505395889282226562e+00 8.682190179824829102e-01 8.450269699096679688e-01 9.115254282951354980e-01 8.698303103446960449e-01 

4.536162376403808594e+00 8.604627847671508789e-01 8.374425768852233887e-01 9.041736125946044922e-01 8.617582917213439941e-01 

4.506658554077148438e+00 8.676604032516479492e-01 8.442685604095458984e-01 9.118659496307373047e-01 8.695464134216308594e-01 

4.537128448486328125e+00 8.600003123283386230e-01 8.368167877197265625e-01 9.044946432113647461e-01 8.615611791610717773e-01 

4.507483482360839844e+00 8.672511577606201172e-01 8.437047600746154785e-01 9.121769666671752930e-01 8.693842291831970215e-01 

4.537842750549316406e+00 8.596306443214416504e-01 8.363111019134521484e-01 9.047811031341552734e-01 8.614339828491210938e-01 

4.508087635040283203e+00 8.669252395629882812e-01 8.432508707046508789e-01 9.124531149864196777e-01 8.692830801010131836e-01 

4.538437843322753906e+00 8.593146204948425293e-01 8.358770608901977539e-01 9.050335884094238281e-01 8.613394498825073242e-01 

4.508587360382080078e+00 8.666468262672424316e-01 8.428614735603332520e-01 9.126955270767211914e-01 8.692101836204528809e-01 

4.538981437683105469e+00 8.590280413627624512e-01 8.354824781417846680e-01 9.052520990371704102e-01 8.612557649612426758e-01 

4.509047031402587891e+00 8.663943409919738770e-01 8.425071835517883301e-01 9.129058718681335449e-01 8.691455125808715820e-01 

4.539533615112304688e+00 8.587530851364135742e-01 8.351055979728698730e-01 9.054387211799621582e-01 8.611689805984497070e-01 

4.509516716003417969e+00 8.661515712738037109e-01 8.421682715415954590e-01 9.130858182907104492e-01 8.690769076347351074e-01 

4.540131568908691406e+00 8.584767580032348633e-01 8.347295522689819336e-01 9.055942296981811523e-01 8.610670566558837891e-01 

4.510031700134277344e+00 8.659067749977111816e-01 8.418291807174682617e-01 9.132372140884399414e-01 8.689938187599182129e-01 

4.489710807800292969e+00 8.665480613708496094e-01 8.847297430038452148e-01 8.547422289848327637e-01 9.042662978172302246e-01 

