-7.923018455505371094e+00 5.096317768096923828e+00 

-7.852870464324951172e+00 6.490983486175537109e+00 

-8.081448554992675781e+00 7.738522052764892578e+00 

-8.117619514465332031e+00 6.821337699890136719e+00 

-7.514546394348144531e+00 2.524913549423217773e+00 

-8.024834632873535156e+00 5.884119987487792969e+00 

-8.031330108642578125e+00 8.104365348815917969e+00 

-8.268311500549316406e+00 9.326985359191894531e+00 

-8.109800338745117188e+00 9.686594009399414062e+00 

-8.237581253051757812e+00 8.743840217590332031e+00 

-8.103304862976074219e+00 7.440144062042236328e+00 

-7.650283813476562500e+00 6.792568683624267578e+00 

-7.639433383941650391e+00 6.962308883666992188e+00 

-7.749418258666992188e+00 5.206527233123779297e+00 

-8.039619445800781250e+00 6.835016727447509766e+00 

-8.221265792846679688e+00 9.177132606506347656e+00 

-7.741688251495361328e+00 6.382993221282958984e+00 

-7.724421977996826172e+00 5.660383224487304688e+00 

-7.978392601013183594e+00 6.042357921600341797e+00 

-7.725893974304199219e+00 3.737462282180786133e+00 

-7.582044601440429688e+00 3.986925601959228516e+00 

-7.884365558624267578e+00 5.141595363616943359e+00 

-8.193283081054687500e+00 9.174615859985351562e+00 

-8.006124496459960938e+00 5.559648513793945312e+00 

-8.059806823730468750e+00 7.303402900695800781e+00 

-7.912893772125244141e+00 6.149150371551513672e+00 

-7.701463699340820312e+00 6.953731060028076172e+00 

-7.633820533752441406e+00 4.466458320617675781e+00 

-7.465110301971435547e+00 3.425352811813354492e+00 

-7.808369636535644531e+00 6.945698738098144531e+00 

-8.194058418273925781e+00 9.327616691589355469e+00 

-8.078793525695800781e+00 8.632935523986816406e+00 

-7.503095626831054688e+00 5.590059757232666016e+00 

-8.189710617065429688e+00 7.488298892974853516e+00 

-7.749242305755615234e+00 4.526677608489990234e+00 

-8.162852287292480469e+00 7.935670375823974609e+00 

-8.059039115905761719e+00 6.000002861022949219e+00 

-8.184462547302246094e+00 9.164701461791992188e+00 

-8.214399337768554688e+00 9.181269645690917969e+00 

-8.285038948059082031e+00 9.060202598571777344e+00 

-7.823376655578613281e+00 4.450657367706298828e+00 

-8.126867294311523438e+00 8.149456024169921875e+00 

-8.132968902587890625e+00 7.473029136657714844e+00 

-7.788537502288818359e+00 2.897517442703247070e+00 

-7.583218097686767578e+00 3.004086732864379883e+00 

-7.813549041748046875e+00 2.836477756500244141e+00 

-8.170553207397460938e+00 7.379315376281738281e+00 

-7.955990791320800781e+00 5.471853733062744141e+00 

-7.647396087646484375e+00 5.602657318115234375e+00 

-8.010950088500976562e+00 6.801063060760498047e+00 

-7.400879859924316406e+00 2.858060359954833984e+00 

-7.934061527252197266e+00 6.293371677398681641e+00 

-8.081048011779785156e+00 6.623160839080810547e+00 

-8.080118179321289062e+00 8.028160095214843750e+00 

-7.961777687072753906e+00 6.033059597015380859e+00 

-7.916940689086914062e+00 5.218393802642822266e+00 

-7.430512428283691406e+00 4.883778095245361328e+00 

-7.223237514495849609e+00 3.188925981521606445e+00 

-8.192647933959960938e+00 8.678151130676269531e+00 

-7.968013286590576172e+00 6.311781883239746094e+00 

-7.928596496582031250e+00 5.002928256988525391e+00 

-8.084272384643554688e+00 6.640351772308349609e+00 

-8.153403282165527344e+00 6.610194206237792969e+00 

-7.732683181762695312e+00 6.501902580261230469e+00 

-7.892012119293212891e+00 6.843619346618652344e+00 

-7.869689941406250000e+00 5.869792938232421875e+00 

-7.853578567504882812e+00 4.786973476409912109e+00 

-7.595935821533203125e+00 4.975084304809570312e+00 

-7.616634368896484375e+00 5.082015514373779297e+00 

-7.772955894470214844e+00 3.927178382873535156e+00 

-8.246974945068359375e+00 9.137699127197265625e+00 

-8.003920555114746094e+00 5.714416027069091797e+00 

-8.168530464172363281e+00 7.811451911926269531e+00 

-7.971972465515136719e+00 7.925927639007568359e+00 

-8.155395507812500000e+00 7.836827754974365234e+00 

-7.776422500610351562e+00 4.684663772583007812e+00 

-8.163776397705078125e+00 8.961132049560546875e+00 

-7.579812049865722656e+00 4.241626739501953125e+00 

-8.223350524902343750e+00 8.341937065124511719e+00 

-7.828643798828125000e+00 4.568450450897216797e+00 

-8.124864578247070312e+00 7.430109977722167969e+00 

-8.279378890991210938e+00 8.948598861694335938e+00 

-7.720612049102783203e+00 5.700508594512939453e+00 

-8.211820602416992188e+00 8.130311012268066406e+00 

-7.797418594360351562e+00 4.515771389007568359e+00 

-7.852757453918457031e+00 4.306086063385009766e+00 

-8.223455429077148438e+00 9.001034736633300781e+00 

-7.690321922302246094e+00 4.045689105987548828e+00 

-7.979535579681396484e+00 6.238780021667480469e+00 

-7.812562465667724609e+00 4.779722690582275391e+00 

-7.647782802581787109e+00 5.924248218536376953e+00 

-7.898499011993408203e+00 5.702769279479980469e+00 

-7.630080223083496094e+00 3.608117103576660156e+00 

-7.997998714447021484e+00 4.694038391113281250e+00 

-7.781670093536376953e+00 7.583675384521484375e+00 

-8.081295013427734375e+00 7.851192474365234375e+00 

-8.019326210021972656e+00 6.783189296722412109e+00 

-7.983743667602539062e+00 2.633943319320678711e+00 

-7.909672737121582031e+00 8.852729797363281250e+00 

-8.032176017761230469e+00 6.445477008819580078e+00 

