5.250999999999999591e-03 6.904999999999999680e-03 6.072000000000000140e-03 2.278000000000000077e-03 8.333999999999999395e-03 

4.141999999999999849e-03 5.882000000000000076e-03 2.655999999999999941e-03 6.565999999999999788e-03 3.559999999999999797e-03 

8.762000000000000691e-03 1.224800000000000021e-02 1.169899999999999933e-02 1.135099999999999998e-02 1.167499999999999961e-02 

3.989999999999999623e-03 5.104000000000000030e-03 5.118000000000000153e-03 6.297999999999999779e-03 5.228000000000000008e-03 

3.255000000000000081e-03 2.472999999999999938e-03 4.383999999999999876e-03 4.017999999999999870e-03 3.824000000000000142e-03 

4.289000000000000278e-03 6.381999999999999652e-03 4.490000000000000067e-03 3.844000000000000195e-03 6.901000000000000016e-03 

8.710999999999999993e-03 9.948000000000000245e-03 1.236699999999999952e-02 1.093900000000000081e-02 1.268900000000000063e-02 

6.572999999999999850e-03 7.348000000000000365e-03 9.849999999999999381e-03 9.934000000000000122e-03 8.068999999999999784e-03 

1.315799999999999956e-02 1.661699999999999983e-02 1.914599999999999982e-02 1.635999999999999954e-02 1.608599999999999960e-02 

5.041999999999999607e-03 6.122999999999999970e-03 7.586999999999999994e-03 6.923000000000000334e-03 6.671999999999999979e-03 

6.483000000000000047e-03 1.069699999999999991e-02 7.877000000000000321e-03 8.273000000000000839e-03 6.581000000000000044e-03 

1.155899999999999983e-02 1.102099999999999955e-02 1.607600000000000001e-02 1.707499999999999990e-02 7.777000000000000059e-03 

1.570300000000000168e-02 1.672099999999999975e-02 1.084899999999999927e-02 2.222000000000000017e-02 2.264999999999999999e-02 

4.943000000000000345e-03 7.072000000000000161e-03 5.584000000000000422e-03 5.900999999999999995e-03 5.878999999999999677e-03 

6.225999999999999764e-03 4.139000000000000318e-03 1.135599999999999977e-02 8.087000000000000438e-03 4.648000000000000222e-03 

6.849000000000000053e-03 1.041300000000000038e-02 6.634000000000000140e-03 8.940000000000000030e-03 9.816999999999999338e-03 

1.066600000000000013e-02 1.268900000000000063e-02 1.243499999999999987e-02 1.392000000000000008e-02 6.970999999999999766e-03 

1.388799999999999930e-02 7.391000000000000000e-03 2.123099999999999987e-02 1.468200000000000061e-02 2.240100000000000077e-02 

6.297999999999999779e-03 4.694000000000000256e-03 7.708999999999999707e-03 1.105899999999999939e-02 7.097000000000000010e-03 

9.634999999999999468e-03 1.131500000000000040e-02 6.309000000000000372e-03 1.747599999999999848e-02 8.168999999999999179e-03 

3.442999999999999880e-03 2.148999999999999869e-03 4.795999999999999916e-03 4.662000000000000345e-03 3.078000000000000007e-03 

3.817000000000000080e-03 5.980000000000000072e-03 3.142999999999999960e-03 5.223000000000000212e-03 4.403999999999999929e-03 

9.561000000000000054e-03 1.292399999999999972e-02 1.249300000000000063e-02 1.230299999999999970e-02 1.345900000000000048e-02 

4.785000000000000191e-03 8.926999999999999172e-03 7.451000000000000158e-03 4.531999999999999570e-03 2.858999999999999996e-03 

5.203000000000000159e-03 5.518000000000000335e-03 7.387000000000000337e-03 7.863999999999999463e-03 6.675000000000000377e-03 

3.873000000000000140e-03 5.675999999999999622e-03 4.612999999999999913e-03 4.871000000000000330e-03 4.791000000000000120e-03 

1.392900000000000041e-02 2.140299999999999842e-02 1.170000000000000033e-02 1.683499999999999927e-02 1.605099999999999930e-02 

3.403999999999999908e-03 5.399000000000000153e-03 3.811999999999999850e-03 2.219000000000000052e-03 3.043999999999999831e-03 

3.024000000000000212e-03 4.377999999999999947e-03 2.505999999999999981e-03 2.563000000000000174e-03 4.458000000000000157e-03 

9.672999999999999307e-03 1.221599999999999943e-02 1.551800000000000054e-02 1.043799999999999936e-02 6.788999999999999896e-03 

7.402999999999999858e-03 1.006899999999999983e-02 9.341000000000000345e-03 8.536000000000000185e-03 1.137799999999999923e-02 

8.538000000000000450e-03 9.714999999999999677e-03 1.010499999999999940e-02 8.708000000000000462e-03 1.432100000000000040e-02 

