-5.048917531967163086e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.026131093502044678e-01 -3.153780102729797363e-01 -2.753325402736663818e-01 -3.112513124942779541e-01 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.753107309341430664e-01 9.187544137239456177e-02 -1.233176067471504211e-01 -1.382936537265777588e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 -1.253876537084579468e-01 2.330458611249923706e-01 -8.451107889413833618e-02 4.046569392085075378e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 1.254081279039382935e-01 -5.952814221382141113e-02 -1.771251410245895386e-01 2.102209776639938354e-01 -3.026140928268432617e-01 1.753107309341430664e-01 -1.253876537084579468e-01 1.254081279039382935e-01 -2.386005371809005737e-01 -8.127918094396591187e-02 -5.156042426824569702e-02 -1.105482280254364014e-01 -3.153795897960662842e-01 9.187544137239456177e-02 2.330458611249923706e-01 -5.952814221382141113e-02 -8.127918094396591187e-02 -2.386005371809005737e-01 -7.149867713451385498e-02 -9.168262034654617310e-02 -2.753326296806335449e-01 -1.233176067471504211e-01 -8.451107889413833618e-02 -1.771251410245895386e-01 -5.156042426824569702e-02 -7.149867713451385498e-02 -2.386005371809005737e-01 -6.584638357162475586e-02 -3.112525939941406250e-01 -1.382936537265777588e-01 4.046569392085075378e-02 2.102209776639938354e-01 -1.105482280254364014e-01 -9.168262034654617310e-02 -6.584638357162475586e-02 -2.386005371809005737e-01 

-5.048917531967163086e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.018570542335510254e-01 -3.158428072929382324e-01 -2.747367918491363525e-01 -3.188418447971343994e-01 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.751507222652435303e-01 9.191153943538665771e-02 -1.232222020626068115e-01 -1.394484490156173706e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 -1.252732127904891968e-01 2.331374138593673706e-01 -8.444569259881973267e-02 4.080359637737274170e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 1.252936571836471558e-01 -5.955152586102485657e-02 -1.769880950450897217e-01 2.119763791561126709e-01 -3.018484711647033691e-01 1.751507222652435303e-01 -1.252732127904891968e-01 1.252936571836471558e-01 -2.386005371809005737e-01 -8.117807656526565552e-02 -5.105324089527130127e-02 -1.140041649341583252e-01 -3.158541023731231689e-01 9.191153943538665771e-02 2.331374138593673706e-01 -5.955152586102485657e-02 -8.118499815464019775e-02 -2.386005371809005737e-01 -7.147232443094253540e-02 -9.555324912071228027e-02 -2.747279703617095947e-01 -1.232222020626068115e-01 -8.444569259881973267e-02 -1.769880950450897217e-01 -5.105354636907577515e-02 -7.146676629781723022e-02 -2.386005371809005737e-01 -6.879612058401107788e-02 -3.188385665416717529e-01 -1.394484490156173706e-01 4.080359637737274170e-02 2.119763791561126709e-01 -1.140028014779090881e-01 -9.554968774318695068e-02 -6.879508495330810547e-02 -2.386005371809005737e-01 

-5.048917531967163086e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.012363314628601074e-01 -3.167692124843597412e-01 -2.743145823478698730e-01 -3.205105066299438477e-01 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.750414371490478516e-01 9.201056510210037231e-02 -1.231744810938835144e-01 -1.396937519311904907e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 -1.251950412988662720e-01 2.333886027336120605e-01 -8.441299200057983398e-02 4.087537154555320740e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 1.252154856920242310e-01 -5.961568653583526611e-02 -1.769195646047592163e-01 2.123492658138275146e-01 -3.012247681617736816e-01 1.750414371490478516e-01 -1.251950412988662720e-01 1.252154856920242310e-01 -2.386005371809005737e-01 -8.128439635038375854e-02 -5.062486976385116577e-02 -1.144867092370986938e-01 -3.167974650859832764e-01 9.201056510210037231e-02 2.333886027336120605e-01 -5.961568653583526611e-02 -8.129567652940750122e-02 -2.386005371809005737e-01 -7.165838778018951416e-02 -9.678844362497329712e-02 -2.743014693260192871e-01 -1.231744810938835144e-01 -8.441299200057983398e-02 -1.769195646047592163e-01 -5.062517151236534119e-02 -7.164791971445083618e-02 -2.386005371809005737e-01 -6.928860396146774292e-02 -3.205069303512573242e-01 -1.396937519311904907e-01 4.087537154555320740e-02 2.123492658138275146e-01 -1.144878715276718140e-01 -9.677658230066299438e-02 -6.928912550210952759e-02 -2.386005371809005737e-01 

-5.048917531967163086e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.998650670051574707e-01 -3.187509775161743164e-01 -2.737556695938110352e-01 -3.217627406120300293e-01 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.747480332851409912e-01 9.221302717924118042e-02 -1.230970174074172974e-01 -1.398481577634811401e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 -1.249852031469345093e-01 2.339021563529968262e-01 -8.435990661382675171e-02 4.092055186629295349e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 1.250056028366088867e-01 -5.974686890840530396e-02 -1.768082976341247559e-01 2.125839740037918091e-01 -2.998572289943695068e-01 1.747480332851409912e-01 -1.249852031469345093e-01 1.250056028366088867e-01 -2.386005371809005737e-01 -8.156278729438781738e-02 -4.992004111409187317e-02 -1.144465431571006775e-01 -3.188178837299346924e-01 9.221302717924118042e-02 2.339021563529968262e-01 -5.974686890840530396e-02 -8.157297968864440918e-02 -2.386005371809005737e-01 -7.225283980369567871e-02 -9.840600937604904175e-02 -2.737424373626708984e-01 -1.230970174074172974e-01 -8.435990661382675171e-02 -1.768082976341247559e-01 -4.992021247744560242e-02 -7.223759591579437256e-02 -2.386005371809005737e-01 -6.960999965667724609e-02 -3.217750787734985352e-01 -1.398481577634811401e-01 4.092055186629295349e-02 2.125839740037918091e-01 -1.144514903426170349e-01 -9.838473796844482422e-02 -6.961543858051300049e-02 -2.386005371809005737e-01 

-5.048917531967163086e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.975097000598907471e-01 -3.224515318870544434e-01 -2.728801965713500977e-01 -3.251681029796600342e-01 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.742202192544937134e-01 9.261006861925125122e-02 -1.229638010263442993e-01 -1.402925103902816772e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 0.000000000000000000e+00 -1.246076896786689758e-01 2.349092811346054077e-01 -8.426861464977264404e-02 4.105057194828987122e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.943551748991012573e-01 1.246280297636985779e-01 -6.000412255525588989e-02 -1.766169518232345581e-01 2.132594436407089233e-01 -2.975077629089355469e-01 1.742202192544937134e-01 -1.246076896786689758e-01 1.246280297636985779e-01 -2.386005371809005737e-01 -8.215548843145370483e-02 -4.879776015877723694e-02 -1.150098443031311035e-01 -3.224493265151977539e-01 9.261006861925125122e-02 2.349092811346054077e-01 -6.000412255525588989e-02 -8.215548843145370483e-02 -2.386005371809005737e-01 -7.339979708194732666e-02 -1.019514948129653931e-01 -2.728701829910278320e-01 -1.229638010263442993e-01 -8.426861464977264404e-02 -1.766169518232345581e-01 -4.879778623580932617e-02 -7.339983433485031128e-02 -2.386005371809005737e-01 -7.076164335012435913e-02 -3.251678943634033203e-01 -1.402925103902816772e-01 4.105057194828987122e-02 2.132594436407089233e-01 -1.150098368525505066e-01 -1.019515022635459900e-01 -7.076162844896316528e-02 -2.386005371809005737e-01 

