-2.603955566883087158e-03 -9.160125628113746643e-03 -2.022922039031982422e-02 

1.855671405792236328e-03 -1.080990582704544067e-02 -2.678018808364868164e-02 

2.478856593370437622e-03 -1.271974481642246246e-02 -2.747498825192451477e-02 

3.109436482191085815e-03 -1.540840417146682739e-02 -2.786446362733840942e-02 

4.990428686141967773e-03 -1.978215202689170837e-02 -2.991623431444168091e-02 

2.896547317504882812e-03 1.176699809730052948e-02 1.088019460439682007e-02 

1.575134694576263428e-03 1.463310047984123230e-02 8.822694420814514160e-03 

1.107513904571533203e-03 1.944896951317787170e-02 6.908811628818511963e-03 

1.629739999771118164e-03 2.109210938215255737e-02 6.675615906715393066e-03 

2.471461892127990723e-03 2.249042876064777374e-02 6.378918886184692383e-03 

-8.677244186401367188e-04 -2.253623679280281067e-04 -2.143271267414093018e-03 

3.571204841136932373e-03 3.707626368850469589e-03 3.403298556804656982e-03 

4.773020744323730469e-03 4.752103239297866821e-03 4.455253481864929199e-03 

6.631024181842803955e-03 6.556461099535226822e-03 5.204327404499053955e-03 

8.597828447818756104e-03 1.018944382667541504e-02 5.239628255367279053e-03 

-2.766326069831848145e-04 7.441731169819831848e-03 9.564474225044250488e-03 

4.451606422662734985e-03 5.790119990706443787e-03 4.912666976451873779e-03 

4.399605095386505127e-03 3.136500716209411621e-03 3.881998360157012939e-03 

4.088878631591796875e-03 -1.201206818222999573e-03 3.035351634025573730e-03 

5.207870155572891235e-03 -6.372667849063873291e-05 5.288943648338317871e-04 

2.280242741107940674e-03 -6.754233501851558685e-03 1.473723724484443665e-02 

1.438073813915252686e-03 -1.042590197175741196e-02 1.308115944266319275e-02 

1.701824367046356201e-03 -1.611975952982902527e-02 8.758760988712310791e-03 

1.496490091085433960e-03 -1.795618608593940735e-02 6.050109863281250000e-03 

1.192472875118255615e-03 -2.016767114400863647e-02 3.572337329387664795e-03 

-3.399729728698730469e-03 -3.746565897017717361e-03 -1.626594364643096924e-02 

1.274786889553070068e-03 -2.858414314687252045e-03 -2.117330580949783325e-02 

4.236429929733276367e-03 1.111546531319618225e-03 -2.343085780739784241e-02 

2.691924571990966797e-03 4.729029722511768341e-03 -2.667770534753799438e-02 

5.133859813213348389e-03 5.565349943935871124e-03 -2.610800415277481079e-02 

2.957120537757873535e-03 -5.344010889530181885e-03 -1.393400132656097412e-03 

6.230503320693969727e-03 -1.862820237874984741e-03 4.274412989616394043e-03 

7.092908024787902832e-03 -8.121430873870849609e-04 5.346007645130157471e-03 

8.087418973445892334e-03 9.240936487913131714e-04 5.214959383010864258e-03 

7.960878312587738037e-03 1.542212441563606262e-03 5.692027509212493896e-03 

2.001531422138214111e-03 -3.618132323026657104e-03 7.816649973392486572e-03 

3.202699124813079834e-03 -5.288442596793174744e-03 1.003099977970123291e-02 

3.435082733631134033e-03 -6.273629143834114075e-03 1.132820546627044678e-02 

3.619156777858734131e-03 -6.421588361263275146e-03 1.261854916810989380e-02 

3.887452185153961182e-03 -6.183000281453132629e-03 1.179889589548110962e-02 

-2.464152872562408447e-03 -7.212374359369277954e-03 4.600510001182556152e-03 

-1.426294445991516113e-03 -9.219650179147720337e-03 7.298685610294342041e-03 

9.096413850784301758e-05 -1.145417243242263794e-02 1.295539736747741699e-02 

7.965192198753356934e-04 -1.233358681201934814e-02 1.498888432979583740e-02 

-5.299597978591918945e-05 -1.139970496296882629e-02 1.368539780378341675e-02 

-1.467496156692504883e-03 -4.505230113863945007e-03 2.796582877635955811e-03 

7.735565304756164551e-04 -4.131846129894256592e-03 4.788823425769805908e-03 

2.405695617198944092e-03 -4.604773595929145813e-03 5.039446055889129639e-03 

