-1.528329433051636244e+01 -9.187717918024716823e+00 -8.800346937614731857e+00 -8.427779858729016027e+00 5.667371023710709110e+00 7.386708840241237084e+00 9.528027693286729161e+00 1.490128268617016971e+01 
-1.528246488256060864e+01 -9.230788413017316785e+00 -8.837654950691954170e+00 -8.348161457376276573e+00 6.020238442752170016e+00 7.405290912113108526e+00 8.835031079286173039e+00 1.311632080182683424e+01 
-1.539998212775324404e+01 -9.389631159288173379e+00 -9.022526169592261169e+00 -8.496463450437151010e+00 7.303345741621129150e+00 1.135903403717033200e+01 1.501023152381310943e+01 1.949068462228599685e+01 
-1.535166505689639571e+01 -9.212711115809339546e+00 -8.878628423198604125e+00 -8.612760246868411684e+00 6.372515860486761774e+00 8.236559265731413504e+00 1.098617695710871267e+01 1.493920559647175317e+01 
-1.522793011726038692e+01 -9.451660796377305829e+00 -8.592345053865372506e+00 -7.997324677756674660e+00 2.805681064597374430e+00 6.142960266744529108e+00 9.750676333119054462e+00 1.316233857874203927e+01 
-1.531969577040736752e+01 -9.183472393861137562e+00 -8.846997328239648795e+00 -8.548468582543280903e+00 5.899796996984040476e+00 8.446893341006260769e+00 9.961916263716567244e+00 1.441586017166979694e+01 
-1.538935049101230668e+01 -9.266993524358703382e+00 -9.118350367596590900e+00 -8.502897442260730188e+00 7.748797346413933695e+00 1.158207687674609154e+01 1.347963302306593114e+01 1.929715850788678111e+01 
-1.537327392666894710e+01 -9.085360911607889278e+00 -8.935522727752768901e+00 -8.836908873232182771e+00 9.174546295739155255e+00 9.958016561650808285e+00 1.080733308520585290e+01 1.737746474046934964e+01 
-1.541220088820509204e+01 -9.460589149715911361e+00 -8.987388201699911150e+00 -8.567089935340899132e+00 9.253576584080274614e+00 1.192595438256170759e+01 1.672269204692449307e+01 2.198577014687671038e+01 
-1.536366558632091817e+01 -9.069760031350130092e+00 -8.933598177597573908e+00 -8.794841996446958632e+00 8.373296463986285687e+00 9.253204390249553768e+00 1.020829041167584172e+01 1.565135036658235990e+01 
-1.535857937630040482e+01 -9.259232140995873550e+00 -8.874533560656589160e+00 -8.623161938852653918e+00 7.327213828617334279e+00 9.178519215770686301e+00 1.218944197383726014e+01 1.720885679971002702e+01 
-1.533565434636494018e+01 -9.366925437082178618e+00 -9.129435653986231358e+00 -8.063143271133622392e+00 6.346929995838248573e+00 1.030090019993599526e+01 1.247044114647597013e+01 2.234705852867495679e+01 
-1.538122550816526157e+01 -9.693018290363479395e+00 -8.970968947328897158e+00 -8.049162411357592362e+00 6.793227765225621440e+00 1.005890916341569685e+01 1.997861871088484875e+01 2.312571449787676059e+01 
-1.532800353513380998e+01 -9.317365992582601564e+00 -9.054477026237501391e+00 -8.160250612515222102e+00 4.747782660962671208e+00 1.023144801121723724e+01 1.157795763535323452e+01 1.459208347422055496e+01 
-1.531149429442726984e+01 -9.129823938830750052e+00 -8.870008836688592524e+00 -8.539242884197639327e+00 6.885916446003203184e+00 7.706556813641780579e+00 9.043978553955081878e+00 1.690527580362544668e+01 
-1.536767845369189800e+01 -9.166144131351945390e+00 -8.899855827069691472e+00 -8.760409108698180347e+00 9.101058000211843080e+00 9.720120153986982814e+00 1.104091958606596258e+01 1.733715956532498836e+01 
-1.530459002333341090e+01 -9.562325951351262177e+00 -8.651237353205079472e+00 -8.204140222276052441e+00 6.384090114897679413e+00 9.197962937978456210e+00 1.411314730339419121e+01 1.804461789776098612e+01 
-1.537201136993154726e+01 -9.385923863293593072e+00 -9.172556110930679907e+00 -8.163788333688991372e+00 5.681982642535767347e+00 1.181268638650804981e+01 1.462669479694283581e+01 2.472111484546257287e+01 
-1.532585876802376212e+01 -9.179701507282970852e+00 -8.912083183810526776e+00 -8.498054887530919643e+00 6.128998703067951581e+00 9.131755753257680297e+00 1.004933411562092260e+01 1.744568833462120949e+01 
-1.531872824359622953e+01 -9.390660584734220606e+00 -8.867061730594851809e+00 -8.163103298101338723e+00 4.071307857707058275e+00 9.170169178252445263e+00 1.074539645581819336e+01 2.362388024124221886e+01 
-1.525171432037288177e+01 -9.407960243115029542e+00 -8.807249316649441440e+00 -7.916674263564276615e+00 3.168513964507101210e+00 7.043637869894893377e+00 1.011927309987478019e+01 1.205667705443247684e+01 
-1.530291401935760121e+01 -9.306792625006952591e+00 -8.769294374355425248e+00 -8.385437617314517311e+00 4.940287470846401519e+00 7.465888410936156738e+00 9.999166664591138343e+00 1.428812773705209871e+01 
-1.540271207621462146e+01 -9.294163657963949277e+00 -9.035338565275120359e+00 -8.643224336609813818e+00 8.787306716402046192e+00 1.158986850833908555e+01 1.425879501569736263e+01 1.981075614199880519e+01 
-1.534386250110913963e+01 -9.292340882564314342e+00 -8.797098220673280622e+00 -8.507044372759693829e+00 5.520294299910398550e+00 6.739324283451632702e+00 9.064759079944542108e+00 1.939295283875117804e+01 
-1.535666682042503162e+01 -9.212199252024541707e+00 -8.954099524462371562e+00 -8.565672721103982923e+00 7.002006642375276257e+00 8.761813374055009263e+00 1.145366643062994072e+01 1.608481397387435763e+01 
-1.532322546605264613e+01 -9.209851623738105175e+00 -8.955516254415515576e+00 -8.416380418722683388e+00 5.761683034674963011e+00 8.973308576813805004e+00 9.697578579336349591e+00 1.393550722013341669e+01 
-1.538591592209049885e+01 -9.710843319393234196e+00 -8.939642115052722104e+00 -8.076467305508776562e+00 6.471970549673017103e+00 1.030135046558743817e+01 1.830504955669915290e+01 2.391307285609940436e+01 
-1.522952693832043813e+01 -9.306844831537958385e+00 -8.775478507072346446e+00 -8.048111474956662903e+00 4.054941285979773546e+00 6.443163061166852223e+00 1.002515023592372501e+01 1.086064385591625836e+01 
-1.525089225765687750e+01 -9.266867665978347546e+00 -8.986589667157263150e+00 -7.929960905610173860e+00 3.157727972081493029e+00 7.091638166137435029e+00 9.241196387892948394e+00 1.239360195365258654e+01 
-1.535531183670742195e+01 -9.368301410419997310e+00 -9.055811520539991832e+00 -8.258159635799973586e+00 6.648278380471313476e+00 1.041171188376983281e+01 1.351960539898187008e+01 1.908999397872872450e+01 
-1.538018402609722912e+01 -9.203707655389342435e+00 -8.927445294177442037e+00 -8.750382327789429482e+00 9.223857935447977496e+00 9.821944444288641662e+00 1.213066868111445196e+01 1.801710519016240752e+01 
-1.536688791900469475e+01 -9.159306902374112269e+00 -9.089729277991480672e+00 -8.562106236280170535e+00 8.393029290101788220e+00 1.121782102930440317e+01 1.157136085159141281e+01 1.841328622704780216e+01 
-1.531315770997471226e+01 -9.642499346864976673e+00 -8.856282278649700856e+00 -7.870570922177090978e+00 4.981236286559087567e+00 9.255054631693301559e+00 1.378863552142187920e+01 1.942074774264560233e+01 
-1.535375082648094924e+01 -9.114307076191643375e+00 -8.858479559587335572e+00 -8.766793009857455132e+00 7.382176675077186445e+00 8.561751915045666905e+00 1.039073678336518647e+01 1.616865577736781390e+01 
-1.529535177264157575e+01 -9.369930858485551184e+00 -8.847420920285921753e+00 -8.149106567687271152e+00 4.735019913253285750e+00 7.818896322053047854e+00 1.422759057928597315e+01 2.011564917488598425e+01 
-1.536521592381307322e+01 -9.158006315085421178e+00 -8.907420670349480929e+00 -8.725828173064144266e+00 7.927677569736887975e+00 9.275653614638391886e+00 1.103344521292429903e+01 1.679563215716411406e+01 
-1.531531613633322486e+01 -9.012786130010084662e+00 -8.939519858408342401e+00 -8.633770950864269267e+00 6.025044212747515893e+00 7.934397962889780054e+00 8.758822162794830390e+00 1.331096165494863648e+01 
-1.538949527457085154e+01 -9.320881599614706303e+00 -8.955572502573835081e+00 -8.660675054884571011e+00 9.444330022251577361e+00 1.212216454583269609e+01 1.382467998507195439e+01 2.581396139043400240e+01 
-1.536580890139185307e+01 -9.109203923907964295e+00 -8.931794229116029271e+00 -8.779642681821787420e+00 8.987606409681609065e+00 9.490198933698264838e+00 1.070919354733687179e+01 1.679573508795577297e+01 
-1.536119341262110538e+01 -8.992385911826644929e+00 -8.929250883144312922e+00 -8.871213027834281561e+00 8.816036279449852131e+00 9.249745291215484500e+00 9.495105821853540462e+00 1.562322165409363706e+01 
-1.532942518152262679e+01 -9.162849999130868284e+00 -9.075480259772424674e+00 -8.324428667921859315e+00 4.919008979327981201e+00 8.969387774329938168e+00 1.203198472267056296e+01 2.012827232875706684e+01 
-1.535994351048213602e+01 -9.177507842531294813e+00 -8.925438770497381213e+00 -8.656140242919519778e+00 7.772452182215237038e+00 8.172555158795915986e+00 1.143757909356735247e+01 1.588257954112384063e+01 
-1.534482107041591625e+01 -9.070129742665265837e+00 -8.938152795368113246e+00 -8.699074346079363806e+00 7.427648150761497980e+00 8.307300878117574783e+00 1.005973012260238697e+01 1.510371783048375960e+01 
-1.525798429376200716e+01 -9.167034506848182218e+00 -8.842611130246678997e+00 -8.256957658647595011e+00 3.184875540103835778e+00 8.273113400175569510e+00 8.474214999364082956e+00 1.422771229905700885e+01 
-1.523338762977075334e+01 -9.364562553586871729e+00 -8.714715027526592550e+00 -8.006649876432540225e+00 3.088726293805082790e+00 7.066882206175474579e+00 9.420147577274040174e+00 1.410185737938573247e+01 
-1.520022994727499999e+01 -9.226406840126074371e+00 -8.593072875642254971e+00 -8.193024630182343060e+00 3.337873423312509136e+00 5.909602271619936786e+00 6.995396439044769821e+00 1.414635865004946780e+01 
-1.536257018850547063e+01 -9.364889447912476683e+00 -8.741113296870571148e+00 -8.640680440845589061e+00 6.988381968795464694e+00 9.331164474820102583e+00 1.356888550572319652e+01 1.790110575305706675e+01 
-1.528165856609217421e+01 -9.202141917285461048e+00 -8.769156173631388995e+00 -8.436384770529123500e+00 5.424921868539814618e+00 7.641160348866447016e+00 9.162994902268847497e+00 1.438378856616102830e+01 
-1.530048806936302697e+01 -9.392787736091628759e+00 -8.866974881588751245e+00 -8.138567383636443608e+00 5.401076657878240539e+00 7.676437911533252390e+00 1.035219114797880202e+01 1.663866259386632862e+01 
-1.538139613548815099e+01 -9.341125915560407833e+00 -9.017774586289258210e+00 -8.440508795085507998e+00 6.428355400398675812e+00 1.039417939713097816e+01 1.338317053393040723e+01 1.859226870796416975e+01 
